amplitude,frequency
0.0001918053,140624.99999999657
0.00014004832,21484.374999999476
0.00015831548,131835.9374999968
0.00019789435,131835.93750000038
0.0003957887,132812.49999999677
0.00016744906,145507.81249999645
0.00027096304,145507.81249999645
0.00013395926,27343.749999999334
0.0001826717,134765.6249999967
0.00020093888,142578.12499999654
0.00016440454,136718.74999999668
0.00028314115,129882.81249999684
0.00017962718,130859.37499999681
0.0001704936,133789.06249999674
0.00020093888,134765.6249999967
0.00016744906,127929.68749999689
0.00016136002,140624.99999999657
0.00028314115,133789.06249999674
0.00013395926,130859.37499999681
0.00013091472,129882.81249999684
0.00022833963,135742.1874999967
0.00015831548,133789.06249999674
0.00014004832,130859.37499999681
0.0002466068,130859.37499999681
0.00017658266,126953.12499999691
0.00069719704,130859.37499999681
0.00020093888,131835.9374999968
0.00040187777,127929.68749999689
0.00028009663,139648.4374999966
0.00025878492,132812.49999999677
0.00012482567,132812.49999999677
0.0001278702,132812.49999999677
0.0001826717,132812.49999999677
0.0001918053,134765.6249999967
0.00016440454,139648.4374999966
0.00013700378,132812.49999999677
0.00017658266,130859.37499999681
0.0001704936,141601.56249999657
0.00017962718,168945.3124999959
0.00012482567,41015.624999999
0.00028009663,135742.1874999967
0.00024356227,145507.81249999645
0.00024965135,131835.9374999968
0.00016136002,132812.49999999677
0.000264874,133789.06249999674
0.00013700378,135742.18750000407
0.00028618568,135742.1874999967
0.0001491819,145507.81249999645
0.0002557404,135742.1874999967
0.00014309284,131835.9374999968
0.00013091472,131835.9374999968
0.0001491819,132812.49999999677
0.00014613738,132812.50000000038
0.0003074974,127929.68749999689
0.00023747323,125976.56249999693
0.0007245978,130859.37499999681
0.00025878492,132812.49999999677
0.00041101134,132812.49999999677
0.0004049223,129882.81249999684
0.00035925437,130859.37499999681
0.00016744906,131835.9374999968
0.0001278702,147460.93749999642
0.00021007247,131835.9374999968
0.00019484982,129882.81249999684
0.00015831548,143554.6874999965
0.00015831548,140624.99999999657
0.00013700378,40039.062499999025
0.00013700378,129882.81249999684
0.00016440454,128906.24999999686
0.00038665513,132812.49999999677
0.00025878492,146484.37499999645
0.00024356227,133789.06249999674
0.00018571624,134765.6249999967
0.00027705208,132812.49999999677
0.00013091472,129882.81249999684
0.00028009663,141601.56249999657
0.00013700378,144531.24999999648
0.0001826717,135742.1874999967
0.00016440454,133789.06249999674
0.0001491819,131835.9374999968
0.0001278702,132812.49999999677
0.00014004832,129882.81249999993
0.0001918053,131835.9374999968
0.00035316532,130859.37500000036
0.00025269587,128906.24999999686
0.0006819744,136718.74999999668
0.0001826717,133789.06249999674
0.00029227475,134765.6249999967
0.00036838796,128906.24999999686
0.00037752153,131835.9374999968
0.00016744906,131835.9374999968
0.0001491819,131835.9374999968
0.00020702794,131835.9374999968
0.00022529511,131835.9374999968
0.00019789435,147460.93749999642
0.0001826717,138671.87499999662
0.0001704936,132812.49999999677
0.00016440454,129882.81249999684
0.00044450117,133789.06249999674
0.0003318536,145507.81249999645
0.00013700378,133789.06249999674
0.00023442869,128906.24999999686
0.00016744906,132812.49999999677
0.00031663096,133789.06249999674
0.00031358644,130859.37499999681
0.00023442869,135742.1874999967
0.00016136002,128906.24999999686
0.00014613738,131835.9374999968
0.00014004832,133789.06249999674
0.00014004832,131835.9374999968
0.00013395926,131835.9374999968
0.00023138417,131835.9374999968
0.00034707625,129882.81250000036
0.0002466068,134765.6249999967
0.00013395926,140624.99999999657
0.0006545736,130859.37499999681
0.00025269587,134765.6249999967
0.0002892302,132812.49999999677
0.00039274417,129882.81249999684
0.00046885738,131835.9374999999
0.0001826717,134765.6249999967
0.00020093888,130859.37499999681
0.00013700378,131835.9374999968
0.00023138417,130859.37499999993
0.0001491819,143554.6874999965
0.00018876077,40039.062499999025
0.00023442869,132812.49999999677
0.00015222642,131835.9374999968
0.00040187777,131835.9374999968
0.0002892302,133789.06249999674
0.00013700378,40039.062499999025
0.00021007247,132812.49999999677
0.00016136002,132812.49999999677
0.00035012077,133789.06249999674
0.00028618568,128906.24999999686
0.00013091472,131835.9374999968
0.00021311699,134765.6249999967
0.00014004832,166015.62499999595
0.00014613738,135742.1874999967
0.0001491819,129882.81249999684
0.00013091472,128906.25000000036
0.00021311699,129882.81249999684
0.00038056605,129882.81250000036
0.00027705208,126953.12499999691
0.00064848457,136718.74999999668
0.00021920605,131835.93750000038
0.00024051775,26367.18749999936
0.00031054192,132812.49999999677
0.0003836106,128906.24999999686
0.00046581286,133789.06250000038
0.0001704936,130859.37499999681
0.00021007247,126953.12499999691
0.00020702794,131835.9374999968
0.00020702794,130859.37499999681
0.00015527096,145507.81249999645
0.00019484982,138671.87499999662
0.00014613738,134765.6249999967
0.00017962718,127929.68749999689
0.00016136002,132812.49999999948
0.00015831548,41015.624999999
0.00014613738,130859.37499999681
0.0003409872,132812.49999999677
0.00031054192,145507.81249999645
0.00014613738,135742.1874999967
0.00022225059,130859.37499999681
0.00014613738,135742.1874999967
0.00026182944,133789.06249999674
0.00027096304,129882.81249999684
0.00012482567,129882.81249999684
0.00020702794,135742.1874999967
0.0001278702,147460.93749999642
0.00013091472,131835.9374999968
0.00014309284,128906.24999999686
0.00024356227,131835.9374999968
0.00035925437,129882.81249999684
0.0002557404,129882.81249999684
0.00067892985,134765.6249999967
0.00027096304,27343.749999999334
0.0003074974,130859.37499999681
0.0004171004,128906.24999999686
0.0004384121,133789.06249999674
0.00014004832,132812.49999999677
0.00013091472,132812.49999999677
0.00020702794,132812.49999999677
0.0002039834,129882.81249999684
0.0001704936,141601.56249999657
0.00020702794,41015.624999999
0.00013700378,135742.1874999967
0.00015831548,133789.06249999674
0.00013091472,132812.49999999677
0.00038056605,133789.06249999674
0.00024356227,145507.81249999645
0.00014613738,40039.062499999025
0.0002466068,135742.1874999967
0.0001918053,133789.06249999674
0.0002983638,134765.6249999967
0.00012482567,128906.24999999686
0.00031663096,128906.24999999686
0.00014004832,129882.81249999684
0.00022833963,133789.06249999674
0.0001491819,146484.37499999645
0.00015222642,131835.9374999968
0.00020093888,134765.6249999967
0.00019789435,131835.9374999968
0.00038969965,128906.25000000036
0.000264874,129882.81249999684
0.0005480151,138671.87499999662
0.00024051775,133789.06249999674
0.00024356227,27343.749999999334
0.00013091472,127929.68749999689
0.00035012077,132812.49999999677
0.00044145662,140624.99999999657
0.00042014493,130859.37499999681
0.0001278702,129882.81249999684
0.0001491819,132812.49999999677
0.00013091472,129882.81249999684
0.00021616153,132812.49999999677
0.00013091472,131835.9374999968
0.0002039834,133789.06249999674
0.00014309284,145507.81249999645
0.00015222642,132812.49999999677
0.00017962718,40039.062499999025
0.0001704936,132812.49999999677
0.00016744906,40039.062499999025
0.0004049223,133789.06249999674
0.00023138417,146484.37499999645
0.00013091472,130859.37499999681
0.00032272004,134765.6249999967
0.00016440454,133789.06249999674
0.00028314115,133789.06249999674
0.00018571624,129882.81249999684
0.00028009663,133789.06249999674
0.00014309284,139648.4374999966
0.00022833963,136718.74999999668
0.00013091472,132812.49999999677
0.00014613738,131835.9374999968
0.00015527096,129882.81249999684
0.0001491819,132812.49999999677
0.0001704936,134765.6249999967
0.00020093888,132812.49999999677
0.0003653434,129882.81249999684
0.00021311699,130859.37499999681
0.0006332619,131835.9374999968
0.00020702794,135742.1874999967
0.00023747323,27343.749999999334
0.0001491819,22460.937499999454
0.00034403172,131835.9374999968
0.0004079668,132812.49999999677
0.0004171004,133789.06249999674
0.00013395926,131835.9374999968
0.00016136002,130859.37499999681
0.00022833963,131835.9374999968
0.00023442869,130859.37499999681
0.0001491819,146484.37499999645
0.00013091472,130859.37499999681
0.00016136002,139648.4374999966
0.00018571624,133789.06249999674
0.00016136002,128906.24999999686
0.000374477,132812.49999999677
0.00016744906,135742.1874999967
0.00014613738,133789.06249999674
0.00024356227,142578.12499999654
