Amplitude,Energy,Rise_time,Count_(log10),Max_freq,Variance
0.00019180531577776827,49.69981517746104,1.1700000000000001e-05,0.6020599913279624,0.029018182,9.17
0.00013852606139505485,42.649789080903865,7.2000000000000005e-06,0.0,0.02399057,7.91
0.00016136002755907488,37.39501279617855,4.0000000000000003e-07,-inf,0.027278315,10.21
0.00019789437342150693,70.44872446746258,3.3600000000000004e-05,0.7781512503836436,0.028236171,13.5
0.00040340006889768724,425.6193603610552,4.9300000000000006e-05,1.3010299956639813,0.068981946,45.21
0.0001461373834497282,40.595188330745614,4.0000000000000003e-07,0.0,0.03328445,15.93
0.00027857438720104436,137.43421480029724,6.9e-06,0.7781512503836436,0.031447846,17.51
0.00013243700375131619,21.4308409745145,2.0000000000000002e-07,-inf,0.020295354,7.04
0.00018267172931216028,55.122455847214624,1.1100000000000002e-05,0.47712125471966244,0.034705132,12.19
0.00020093890224337626,71.1868272272528,1.05e-05,0.6020599913279624,0.030173084,11.61
0.0001659268207918789,70.52714151314669,5.2400000000000007e-05,0.47712125471966244,0.022459313,12.32
0.00028314118043384836,166.50506354486694,3.71e-05,0.9542425094393249,0.046699673,22.5
0.00017962720049029092,43.09007391187254,6.5e-06,0.0,0.026008394,9.8
0.00015070417668253222,40.39534536325751,1.04e-05,0.0,0.02604783,13.1
0.00020702795988711495,198.34053026174647,2.76e-05,1.0791812460476249,0.051988896,24.82
0.00016744908520281357,60.24968856827407,0.0001364,0.0,0.03835378,12.62
0.0001704936140246829,86.5329318377802,7.100000000000001e-06,0.7781512503836436,0.033533655,15.44
0.0002877079736666524,146.47312334276913,3.34e-05,0.9542425094393249,0.03988549,18.06
0.00013395926816225085,19.977715649231143,1.0000000000000001e-07,0.0,0.023407748,4.96
0.00013243700375131619,16.868285135615306,2.0000000000000002e-07,-inf,0.015704568,4.27
0.00023595098369487365,159.210702540008,3.97e-05,0.9542425094393249,0.046522673,19.89
0.00016744908520281357,56.673185367657986,4e-06,0.6020599913279624,0.031072568,7.61
0.0001461373834497282,22.495217966938355,4.0000000000000003e-07,0.0,0.017065901,4.24
0.00018419399372309494,87.79650295688862,2.92e-05,0.7781512503836436,0.056576937,23.6
0.00017810493607935623,52.759284949204854,7.3e-06,0.3010299956639812,0.034174725,10.65
0.0007078529510846209,1394.3614821551728,2.8200000000000004e-05,1.662757831681574,0.09733081,138.68
0.00013548153257318552,44.99803664043238,1.94e-05,0.0,0.042243917,21.41
0.00014461511903879354,26.41940714670465,4.0000000000000003e-07,0.0,0.054055844,30.88
0.0002861857092557177,217.36945527312596,4.4200000000000004e-05,1.1139433523068367,0.04193864,27.26
