amplitude,frequency,duration,energy,rms,rise_time,counts,variance
0.0001918053,140624.99999999657,2.3e-05,49.69981517746104,8.519770485150234e-06,1.1700000000000001e-05,4,9
0.00019789435,131835.93750000038,4.490000000000001e-05,70.44872446746258,1.1702214027027195e-05,3.3600000000000004e-05,6,13
0.0003957887,132812.49999999677,0.0003008,425.6193603610552,1.1702214027027195e-05,4.9300000000000006e-05,20,45
0.00027096304,145507.81249999645,0.0001361,137.43421480029724,1.4804847072556146e-05,6.9e-06,6,18
0.0001826717,134765.6249999967,2.33e-05,55.122455847214624,1.4804847072556146e-05,1.1100000000000002e-05,3,12
0.00020093888,142578.12499999654,7.329999999999999e-05,71.1868272272528,1.6869943665560943e-05,1.05e-05,4,12
0.00016440454,136718.74999999668,0.0001005,70.52714151314669,1.6869943665560943e-05,5.2400000000000007e-05,3,12
0.00028314115,129882.81249999684,0.000103,166.50506354486694,1.6869943665560943e-05,3.71e-05,9,23
0.00020093888,134765.6249999967,0.0002697,198.34053026174647,1.9094661251261765e-05,2.76e-05,12,25
0.00016136002,140624.99999999657,7.9e-05,86.5329318377802,1.9094661251261765e-05,7.100000000000001e-06,6,15
0.00028314115,133789.06249999674,9.11e-05,146.47312334276913,1.9094661251261765e-05,3.34e-05,9,18
0.00022833963,135742.1874999967,0.0002194,159.210702540008,1.9094661251261765e-05,3.97e-05,9,20
0.00015831548,133789.06249999674,3.03e-05,56.673185367657986,2.023196082422093e-05,4e-06,4,8
0.0002466068,130859.37499999681,8.360000000000001e-05,87.79650295688862,1.7638119692910554e-05,2.92e-05,6,24
0.00069719704,130859.37499999681,0.0004647,1394.3614821551728,1.7638119692910554e-05,2.8200000000000004e-05,46,139
0.00028009663,139648.4374999966,0.00017520000000000003,217.36945527312596,1.7638119692910554e-05,4.4200000000000004e-05,13,27
0.0001918053,134765.6249999967,7.26e-05,77.77904979114592,1.9972576711089892e-05,3.05e-05,6,19
0.00016440454,139648.4374999966,6.16e-05,54.2221428865412,1.959347685343684e-05,5e-07,4,8
0.00017658266,130859.37499999681,3.430000000000001e-05,72.42036628631199,1.959347685343684e-05,5e-07,5,16
0.00017962718,168945.3124999959,8.94e-05,71.04667761368972,1.8954992882652745e-05,7.100000000000001e-06,5,9
0.00028009663,135742.1874999967,0.00018580000000000002,143.46685851691498,1.5902241397341303e-05,6.78e-05,10,17
0.00024356227,145507.81249999645,0.0001142,80.2308338046096,1.7029564658256966e-05,0.0001035,4,22
0.00024965135,131835.9374999968,0.00011690000000000001,132.817341716988,1.7478498700214534e-05,6.800000000000001e-06,9,16
0.00016136002,132812.49999999677,6.330000000000001e-05,62.81298050840202,1.7478498700214534e-05,3.66e-05,3,12
0.000264874,133789.06249999674,0.0002299,300.40680362764493,1.7478498700214534e-05,4.35e-05,20,36
0.00028618568,135742.1874999967,0.000123,87.1192985410871,1.946378479687132e-05,4.46e-05,8,29
0.0002557404,135742.1874999967,0.0001494,131.69920362941428,1.946378479687132e-05,3.95e-05,10,16
0.00013091472,131835.9374999968,2.2400000000000002e-05,29.884865878373265,1.7219114587083497e-05,6.5e-06,3,5
0.0003074974,127929.68749999689,8.360000000000001e-05,93.59139286478329,1.6151649198428842e-05,2.9100000000000003e-05,5,30
0.00023747323,125976.56249999693,6.16e-05,87.83923375837841,1.6151649198428842e-05,1.4200000000000001e-05,4,13
0.0007245978,130859.37499999681,0.0005135,1597.770107933314,1.6151649198428842e-05,0.000199,45,159
