amplitude,duration,energy,rms,rise time,counts,peak frequency,trai
0.00027096304,0.00034930000000000003,195.7989281427652,1.6909848913734952e-05,6.9e-05,11,133789.06249999674,5500000
0.00022225059,0.0001733,121.95092670559434,1.6909848913734952e-05,3.35e-05,7,140624.99999999657,5500001
0.0001918053,0.0003712,157.97901731181602,1.7378735579779517e-05,1.3300000000000001e-05,8,131835.9374999968,5500004
0.0006149948,0.0005717000000000001,1507.0562313406551,1.4655202391903624e-05,8.39e-05,38,130859.37499999681,5500008
0.00017353812,0.00023820000000000002,102.2922553486146,1.6271364942950856e-05,0.000222,3,134765.6249999967,5500010
0.00018571624,5.11e-05,90.08162757538773,1.6271364942950856e-05,4.3700000000000005e-05,4,128906.24999999686,5500015
0.00046581286,0.00014209999999999998,456.7023571289235,1.898492181878325e-05,4.4300000000000006e-05,16,132812.49999999677,5500019
0.00020093888,7.23e-05,96.91874119684279,1.8875182386304733e-05,4.02e-05,6,146484.37499999645,5500025
0.00034707625,0.00019140000000000002,282.2965445025245,1.6281341254994354e-05,4.97e-05,16,131835.9374999968,5500027
0.00042927853,0.0001795,403.9554928465291,1.616162551047234e-05,8.09e-05,19,130859.37499999681,5500029
0.00050539174,0.0001683,380.18530270064883,1.616162551047234e-05,5.52e-05,11,135742.1874999967,5500032
0.00027705208,4.4e-05,121.45002160526703,1.616162551047234e-05,2.92e-05,7,140624.99999999657,5500033
0.00025878492,0.000216,178.74683567666338,1.6600583240386404e-05,6.71e-05,12,132812.49999999677,5500034
0.00021311699,0.0001666,119.89373059222196,1.6600583240386404e-05,3.3600000000000004e-05,5,140624.99999999657,5500035
0.000587594,0.0006215,1447.517116143793,1.4266126222207067e-05,3.8400000000000005e-05,36,129882.81250000389,5500043
0.0001918053,0.000435,217.37260678560025,1.4266126222207067e-05,0.000241,8,131835.9374999968,5500046
0.0004719019,0.0001387,469.5466242925718,1.875546664178272e-05,4.4e-05,15,133789.06249999674,5500055
0.00036838796,0.0001293,276.74255991582726,1.6261388630907355e-05,4.97e-05,14,131835.9374999968,5500064
0.0004140559,0.00017860000000000003,393.33674963899824,1.5972075581645813e-05,8e-05,19,131835.9374999968,5500066
0.00045667926,0.0001688,379.7815383377647,1.5972075581645813e-05,4.76e-05,10,132812.49999999677,5500069
0.00025269587,4.3400000000000005e-05,111.16672909316262,1.6680393736734415e-05,2.8700000000000003e-05,7,146484.37499999645,5500070
0.00025269587,0.00022030000000000002,189.86064441728976,1.6680393736734415e-05,4.2300000000000005e-05,10,133789.06249999674,5500071
0.0002466068,0.00017310000000000003,126.06253818603824,1.6680393736734415e-05,3.35e-05,5,138671.87499999662,5500072
0.0005693268,0.00037420000000000004,1418.9532901414125,1.45055577112511e-05,8.410000000000001e-05,29,129882.81249999684,5500078
0.00021920605,0.00034270000000000004,221.3755837772241,1.6311270191124862e-05,0.00023160000000000002,6,136718.74999999668,5500081
0.0001918053,6.290000000000001e-05,117.02844960382117,1.6311270191124862e-05,5.25e-05,6,140624.99999999657,5500084
0.00021616153,5.96e-05,93.51427350070625,1.6311270191124862e-05,5.2900000000000005e-05,6,132812.49999999677,5500085
0.00046276834,0.000142,470.0949874631004,1.9134566499435774e-05,4.41e-05,16,132812.49999999677,5500088
0.00021007247,6.53e-05,93.38153921061212,1.8815324514043728e-05,4.33e-05,7,146484.37499999645,5500093
0.00035316532,0.0001909,270.1268863914636,1.5712691468514775e-05,4.95e-05,16,131835.9374999968,5500095
0.00043536758,0.00028260000000000004,415.5816077473163,1.5712691468514775e-05,8.92e-05,22,131835.9374999968,5500096
0.00045972381,0.0001684,357.4420421636742,1.6740251608995424e-05,4.740000000000001e-05,12,135742.1874999967,5500098
0.0002679185,4.64e-05,111.47047928075932,1.6740251608995424e-05,3.2300000000000006e-05,7,145507.81249999645,5500099
0.00023747323,0.0002155,187.8937298671518,1.6740251608995424e-05,7.02e-05,14,132812.49999999677,5500100
0.00024051775,0.00013680000000000002,119.30486121724427,1.682006210534344e-05,3.34e-05,4,141601.56249999657,5500101
0.0001918053,8.5e-05,91.90440677559805,1.682006210534344e-05,3.5e-05,5,136718.74999999668,5500103
0.00026182944,5.4800000000000004e-05,89.26742505849744,1.682006210534344e-05,1.1100000000000002e-05,6,131835.93750000396,5500104
0.00060281664,0.0004959000000000001,1453.327763614059,1.5213875866339703e-05,6.1e-05,34,129882.81249999684,5500108
0.00045363474,0.0001387,447.6044967648735,1.8895135010391736e-05,4.4e-05,15,135742.1874999967,5500120
0.00021311699,7.21e-05,97.67399189215494,1.877541926586972e-05,4.3100000000000004e-05,7,146484.37499999645,5500125
0.00033794268,0.0001935,289.3359110715951,1.6480867495864387e-05,5.190000000000001e-05,17,131835.9374999968,5500127
0.00042014493,0.0001785,380.8297870016436,1.568276253238427e-05,8e-05,17,130859.37499999681,5500130
0.00046276834,0.0001127,349.9787044752667,1.568276253238427e-05,4.4300000000000006e-05,10,132812.49999999677,5500134
0.00025269587,4.27e-05,95.17233982836261,1.618157813455934e-05,3.57e-05,6,145507.81249999645,5500135
0.00025269587,0.00021810000000000002,205.32780418344768,1.618157813455934e-05,6.890000000000001e-05,12,132812.49999999677,5500136
0.00023442869,0.0001709,128.64566611644562,1.618157813455934e-05,3.4399999999999996e-05,7,140624.99999999657,5500137
0.0005845495,0.000444,1463.0648248611324,1.602195714186332e-05,3.86e-05,36,131835.9374999968,5500144
0.00022225059,0.0004536,277.38231694811054,1.602195714186332e-05,0.0002633,15,130859.37499999681,5500147
0.00045667926,0.00017160000000000002,480.6963046604792,1.911461387534877e-05,4.41e-05,17,133789.06249999674,5500155
0.00021007247,7.6e-05,100.04939807388848,1.872553770565221e-05,4.3400000000000005e-05,8,146484.37499999645,5500161
0.00035316532,0.000187,270.7443047617967,1.594214664551531e-05,4.6200000000000005e-05,15,131835.9374999968,5500163
0.00042014493,0.0002818,424.87319343699255,1.594214664551531e-05,8.9e-05,21,130859.37499999681,5500165
