amplitude,frequency,energy,rms,rise_time
0.0001918053,140624.99999999657,49.69981517746104,8.519770485150234e-06,1.1700000000000001e-05
0.00014004832,21484.374999999476,42.649789080903865,1.1702214027027195e-05,7.2000000000000005e-06
0.00015831548,131835.9374999968,37.39501279617855,1.1702214027027195e-05,4.0000000000000003e-07
0.00019789435,131835.93750000038,70.44872446746258,1.1702214027027195e-05,3.3600000000000004e-05
0.0003957887,132812.49999999677,425.6193603610552,1.1702214027027195e-05,4.9300000000000006e-05
0.00016744906,145507.81249999645,40.595188330745614,1.4804847072556146e-05,4.0000000000000003e-07
0.00027096304,145507.81249999645,137.43421480029724,1.4804847072556146e-05,6.9e-06
0.00013395926,27343.749999999334,21.4308409745145,1.4804847072556146e-05,2.0000000000000002e-07
0.0001826717,134765.6249999967,55.122455847214624,1.4804847072556146e-05,1.1100000000000002e-05
0.00020093888,142578.12499999654,71.1868272272528,1.6869943665560943e-05,1.05e-05
0.00016440454,136718.74999999668,70.52714151314669,1.6869943665560943e-05,5.2400000000000007e-05
0.00028314115,129882.81249999684,166.50506354486694,1.6869943665560943e-05,3.71e-05
0.00017962718,130859.37499999681,43.09007391187254,1.6869943665560943e-05,6.5e-06
0.0001704936,133789.06249999674,40.39534536325751,1.6869943665560943e-05,1.04e-05
0.00020093888,134765.6249999967,198.34053026174647,1.9094661251261765e-05,2.76e-05
0.00016744906,127929.68749999689,60.24968856827407,1.9094661251261765e-05,0.0001364
0.00016136002,140624.99999999657,86.5329318377802,1.9094661251261765e-05,7.100000000000001e-06
0.00028314115,133789.06249999674,146.47312334276913,1.9094661251261765e-05,3.34e-05
0.00013395926,130859.37499999681,19.977715649231143,1.9094661251261765e-05,1.0000000000000001e-07
0.00013091472,129882.81249999684,16.868285135615306,1.9094661251261765e-05,2.0000000000000002e-07
0.00022833963,135742.1874999967,159.210702540008,1.9094661251261765e-05,3.97e-05
0.00015831548,133789.06249999674,56.673185367657986,2.023196082422093e-05,4e-06
0.00014004832,130859.37499999681,22.495217966938355,1.8206769479390136e-05,4.0000000000000003e-07
0.0002466068,130859.37499999681,87.79650295688862,1.7638119692910554e-05,2.92e-05
0.00017658266,126953.12499999691,52.759284949204854,1.7638119692910554e-05,7.3e-06
0.00069719704,130859.37499999681,1394.3614821551728,1.7638119692910554e-05,2.8200000000000004e-05
0.00020093888,131835.9374999968,44.99803664043238,1.7638119692910554e-05,1.94e-05
0.00040187777,127929.68749999689,26.41940714670465,1.7638119692910554e-05,4.0000000000000003e-07
0.00028009663,139648.4374999966,217.36945527312596,1.7638119692910554e-05,4.4200000000000004e-05
0.00025878492,132812.49999999677,45.08887435292697,1.7638119692910554e-05,4.2000000000000004e-06
0.00012482567,132812.49999999677,51.34008472879192,1.9972576711089892e-05,1.0000000000000001e-07
0.0001278702,132812.49999999677,27.998222204786643,1.9972576711089892e-05,1.0000000000000001e-07
0.0001826717,132812.49999999677,48.89821871046796,1.9972576711089892e-05,4.9e-05
0.0001918053,134765.6249999967,77.77904979114592,1.9972576711089892e-05,3.05e-05
0.00016440454,139648.4374999966,54.2221428865412,1.959347685343684e-05,5e-07
0.00013700378,132812.49999999677,35.52848318750144,1.959347685343684e-05,7.100000000000001e-06
0.00017658266,130859.37499999681,72.42036628631199,1.959347685343684e-05,5e-07
0.0001704936,141601.56249999657,36.347134898473094,1.8954992882652745e-05,7.5e-06
0.00017962718,168945.3124999959,71.04667761368972,1.8954992882652745e-05,7.100000000000001e-06
0.00012482567,41015.624999999,20.86041721666582,1.8954992882652745e-05,1.0000000000000001e-07
0.00028009663,135742.1874999967,143.46685851691498,1.5902241397341303e-05,6.78e-05
0.00024356227,145507.81249999645,80.2308338046096,1.7029564658256966e-05,0.0001035
