amplitude,duration,energy,rms,rise time,counts,peak frequency,trai
0.00040187777,0.00040730000000000003,539.4517128582173,1.4934539129121666e-05,3.1400000000000004e-05,26,131835.9374999968,5700213
0.00022833963,7.66e-05,103.91157661114572,1.809703004691162e-05,5.33e-05,9,132812.49999999677,5700217
0.00045667926,0.00013890000000000002,462.8858099865909,1.9134566499435774e-05,4.4200000000000004e-05,16,132812.49999999677,5700219
0.00038969965,0.0001351,317.785077634837,1.9134566499435774e-05,2.9e-05,17,133789.06249999674,5700220
0.00067588536,0.0003441,1196.9648298794798,1.9144542811479272e-05,8.060000000000001e-05,41,146484.37499999645,5700221
0.00033489813,0.0001912,234.5923782536436,1.677018054512593e-05,4.940000000000001e-05,15,131835.9374999968,5700226
0.00048712455,0.0003753,497.2106007919957,1.6251412318863857e-05,5.5100000000000004e-05,17,139648.4374999966,5700231
0.00025878492,0.00021760000000000003,179.54138758636097,1.679013316921293e-05,7.2e-05,11,133789.06249999674,5700233
0.00024356227,8.39e-05,126.65687636207427,1.7358782955692514e-05,2.2400000000000002e-05,9,128906.24999999686,5700236
0.00059368304,0.00041220000000000004,1417.6240934096038,1.4665178703947124e-05,4.8400000000000004e-05,32,131835.9374999968,5700240
0.00023138417,0.000326,203.4134457383959,1.4665178703947124e-05,3.7e-05,16,135742.1874999967,5700242
0.0001826717,9.2e-05,87.23599719417965,1.4665178703947124e-05,9.1e-06,4,134765.62500000405,5700243
0.00041101134,0.00021030000000000002,550.5638531510631,1.7418640827953526e-05,3.6899999999999996e-05,19,131835.9374999968,5700244
0.00022529511,6.840000000000001e-05,93.51381004298945,1.7418640827953526e-05,5.2600000000000005e-05,7,132812.49999999677,5700249
0.0004384121,0.0001355,444.32154768208426,1.9483737420958325e-05,4.4200000000000004e-05,14,132812.49999999677,5700253
0.00039274417,0.0002094,395.65033056130943,1.9254282243957788e-05,2.95e-05,20,133789.06249999674,5700254
0.00069719704,0.0002683,1168.6512710441764,1.9254282243957788e-05,8.060000000000001e-05,38,145507.81249999645,5700255
0.00021616153,7.27e-05,97.99822691083462,1.9154519123522774e-05,5.0400000000000005e-05,8,147460.93749999642,5700260
0.00035925437,0.00019140000000000002,288.24085317831845,1.6959730473952456e-05,4.990000000000001e-05,16,132812.49999999677,5700262
0.0004932136,0.00041460000000000005,520.0190234839537,1.678015685716943e-05,5.5e-05,20,140624.99999999657,5700267
0.000264874,3.64e-05,86.38545959229153,1.678015685716943e-05,2.18e-05,6,134765.6249999967,5700268
0.00024051775,0.00019160000000000002,155.48274135753869,1.678015685716943e-05,4.2300000000000005e-05,12,132812.49999999677,5700269
0.00021616153,0.00012480000000000002,124.0373206551257,1.802719586260711e-05,6.03e-05,8,135742.1874999967,5700272
0.00055410416,0.0004125,1334.971044193863,1.4964468065252167e-05,8.4e-05,34,131835.9374999968,5700276
0.00023747323,0.00047940000000000005,236.05625579795694,1.4964468065252167e-05,0.00043390000000000003,11,133789.06249999674,5700278
0.00044145662,0.0002937,585.1392818897183,1.4964468065252167e-05,2.8800000000000002e-05,29,132812.49999999677,5700279
0.00024965135,7.94e-05,104.33591849665616,1.8206769479390136e-05,5.97e-05,9,132812.49999999677,5700283
0.0004719019,0.0001391,485.70702411153286,1.940392692461031e-05,4.4200000000000004e-05,14,132812.49999999677,5700286
0.00038056605,0.00020030000000000002,450.40155677735993,1.940392692461031e-05,2.92e-05,20,131835.9374999968,5700287
0.00066979625,0.0004135,1295.7024572317118,1.9224353307827287e-05,6.98e-05,43,146484.37499999645,5700288
0.0002039834,7.22e-05,86.55684625596754,1.9224353307827287e-05,3.9800000000000005e-05,6,128906.24999999686,5700292
0.00034403172,0.00018760000000000003,282.47701493745,1.6470891183820885e-05,4.61e-05,17,131835.9374999968,5700294
0.0004810355,0.0003805,485.0570710094797,1.684001472943044e-05,5.4800000000000004e-05,21,140624.99999999657,5700300
0.00025878492,3.64e-05,85.20438394677512,1.684001472943044e-05,2.1900000000000004e-05,6,132812.49999999677,5700301
0.0002557404,0.0002205,193.93610619582256,1.684001472943044e-05,7.14e-05,13,132812.49999999677,5700302
0.0002039834,0.00010380000000000002,90.84336667873522,1.698965941008296e-05,4.25e-05,9,129882.81249999684,5700306
0.0006058612,0.00033,1633.0307125604998,1.5563046787862257e-05,0.00013790000000000002,32,129882.81249999684,5700310
0.00027096304,0.0007713,459.55577359977394,1.5563046787862257e-05,0.000577,28,134765.6249999967,5700312
0.00020702794,6.16e-05,89.47894716044912,1.5563046787862257e-05,7.000000000000001e-07,5,134765.6249999967,5700313
0.00038665513,0.0003638,531.2847536641501,1.5563046787862257e-05,3.88e-05,25,131835.9374999968,5700314
0.00022529511,7.329999999999999e-05,99.0749318785256,1.8954992882652745e-05,5.33e-05,6,132812.49999999677,5700316
0.00045059022,0.00013859999999999998,449.48001745325666,1.9134566499435774e-05,4.4200000000000004e-05,16,132812.49999999677,5700321
0.00040187777,0.00019910000000000001,371.8798623407991,1.9134566499435774e-05,2.8800000000000002e-05,18,132812.49999999677,5700322
0.0006515291,0.00039630000000000004,1197.7894138492268,1.9134566499435774e-05,8.060000000000001e-05,36,144531.24999999648,5700323
0.0002039834,5.47e-05,86.34875374112025,1.8925063946522244e-05,4.690000000000001e-05,6,128906.24999999686,5700327
0.00032880908,0.0001293,222.36552946032842,1.6879919977604444e-05,4.96e-05,14,131835.9374999968,5700329
0.00047799098,0.0003726,484.1251502325199,1.65407253681254e-05,4.740000000000001e-05,16,132812.49999999677,5700335
0.00026182944,3.29e-05,85.45029461131406,1.65407253681254e-05,2.16e-05,4,145507.81249999645,5700336
0.00023747323,0.000127,153.86564469204825,1.699963572212646e-05,4.58e-05,11,133789.06249999674,5700337
0.0002466068,8.5e-05,126.38909049330196,1.7638119692910554e-05,3.5300000000000004e-05,10,136718.74999999668,5700340
0.00060281664,0.0003355,1467.8595730161528,1.4894633880947659e-05,9.930000000000001e-05,35,131835.9374999968,5700344
0.00027400756,0.0011007999999999999,525.4455571985285,1.4894633880947659e-05,0.0002975,30,133789.06249999674,5700346
0.00042927853,0.0002545,526.0652928574456,1.4894633880947659e-05,3.3600000000000004e-05,23,131835.9374999968,5700347
0.00024356227,8.32e-05,135.12591729595766,1.8316508911868652e-05,5.9800000000000003e-05,10,133789.06249999674,5700352
0.00046581286,0.0001426,489.244874938567,1.927423486804479e-05,4.45e-05,15,133789.06249999674,5700357
0.00039274417,0.00017270000000000002,385.43757631370335,1.927423486804479e-05,2.9e-05,20,132812.49999999677,5700358
0.0007032861,0.0003855,1237.391319601307,1.927423486804479e-05,6.95e-05,38,146484.37499999645,5700359
0.00035925437,0.00016470000000000002,294.5676071620233,1.6690370048777917e-05,4.96e-05,16,131835.9374999968,5700364
0.00045972381,0.00027390000000000004,594.6435019798665,1.602195714186332e-05,7.99e-05,26,131835.9374999968,5700368
0.00046276834,0.00038280000000000003,498.76744795430096,1.602195714186332e-05,5.53e-05,19,139648.4374999966,5700369
0.00024965135,0.000218,184.6591657699975,1.643098593564688e-05,6.9e-05,14,133789.06249999674,5700371
0.00023442869,0.00010430000000000001,110.21478694283665,1.7049517282343965e-05,2.04e-05,8,128906.24999999686,5700374
0.000587594,0.0003508,1349.81726331104,1.4854728632773651e-05,4.86e-05,34,129882.81249999684,5700378
0.00024965135,0.00040310000000000004,197.823960290591,1.4854728632773651e-05,0.0003266,9,134765.6249999967,5700381
0.00021616153,0.0001009,111.07737444536181,1.4854728632773651e-05,1.39e-05,5,129882.81249999684,5700382
0.00042014493,0.000337,583.0238754871147,1.715925671482248e-05,3.88e-05,24,132812.49999999677,5700383
0.00021920605,6.929999999999999e-05,88.17709443393227,1.715925671482248e-05,5.27e-05,5,133789.06249999674,5700386
0.0004384121,0.0001387,450.3926583891972,1.9493713733001823e-05,4.4200000000000004e-05,15,132812.49999999677,5700389
0.00038665513,0.00014340000000000002,348.78798890924065,1.9244305931914287e-05,2.8800000000000002e-05,19,131835.9374999968,5700390
0.0006606627,0.000422,1321.6375510643509,1.9244305931914287e-05,7.65e-05,46,144531.24999999648,5700391
0.00020093888,7.28e-05,91.73589354976625,1.8954992882652745e-05,4.7e-05,5,128906.24999999686,5700395
0.00032576456,0.0001293,227.57015962009498,1.6830038417386937e-05,4.97e-05,13,131835.9374999968,5700397
0.0004719019,0.0001235,347.36406142011623,1.6560677992212398e-05,5.5100000000000004e-05,9,132812.49999999677,5700402
0.00023747323,4.3e-05,86.54637211156766,1.6560677992212398e-05,2.86e-05,7,141601.56249999657,5700403
0.00023442869,0.00021210000000000003,188.38508773851285,1.6560677992212398e-05,3.41e-05,16,133789.06249999674,5700404
0.00016440454,0.0002329,144.80337788064918,1.774785912538907e-05,3.9300000000000007e-05,9,129882.81249999684,5700407
0.00068806345,0.0003836,1688.3438349124096,1.4675155015990627e-05,0.0001245,37,129882.81249999684,5700411
0.00023747323,0.0007388000000000001,348.6226271958831,1.4675155015990627e-05,0.00028690000000000003,19,132812.49999999677,5700413
0.00046276834,0.0002278,593.6416917792119,1.4675155015990627e-05,3.52e-05,26,132812.49999999677,5700415
0.0002466068,7.92e-05,106.9312817107873,1.8186816855303137e-05,5.3e-05,9,133789.06249999674,5700419
0.0004475457,0.0001387,459.84348815036907,1.962340578956734e-05,4.08e-05,14,133789.06249999674,5700422
0.00038665513,0.0002235,431.76480968594433,1.962340578956734e-05,5.25e-05,25,132812.49999999677,5700423
0.0006819744,0.0003965,1201.8111145326097,1.940392692461031e-05,8.060000000000001e-05,37,145507.81249999645,5700424
0.00021007247,6.9e-05,87.33888480731127,1.940392692461031e-05,5.0400000000000005e-05,6,128906.24999999686,5700428
0.00035925437,0.00019140000000000002,261.14748581982997,1.6460914871777384e-05,4.97e-05,17,131835.9374999968,5700430
0.0001704936,0.0001441,93.1980099547557,1.6460914871777384e-05,9.71e-05,6,133789.06249999674,5700432
0.00048712455,0.0002762,527.830695992315,1.634119912725537e-05,8.27e-05,23,131835.9374999968,5700434
0.00045972381,0.00036820000000000006,509.0801236856511,1.634119912725537e-05,5.5100000000000004e-05,18,132812.49999999677,5700435
0.00024356227,0.0002174,184.43170072258758,1.634119912725537e-05,4.01e-05,12,133789.06249999674,5700437
0.00024356227,9.010000000000001e-05,132.39429751308464,1.7977314302389603e-05,1.7199999999999998e-05,10,129882.81249999684,5700441
0.00060281664,0.00042720000000000003,1541.5085657097259,1.5134065369991691e-05,0.00015760000000000004,33,128906.24999999686,5700444
0.00022833963,0.0010985,456.2346356011197,1.7209138275039995e-05,0.00035660000000000005,23,129882.81249999684,5700446
0.00040187777,0.00027580000000000004,497.62344892612924,1.7209138275039995e-05,3.55e-05,23,130859.37499999681,5700447
0.00024356227,4.6800000000000006e-05,87.04690644572152,1.7209138275039995e-05,2.71e-05,5,133789.06249999674,5700450
0.0004384121,0.00014230000000000002,446.6063942259533,1.9473761108914823e-05,4.4300000000000006e-05,14,132812.49999999677,5700454
0.0004140559,0.0001673,425.8353316570883,1.93440690523493e-05,5.25e-05,20,131835.9374999968,5700455
0.0006819744,0.00027840000000000005,1212.7387059626221,1.93440690523493e-05,6.97e-05,36,146484.37499999645,5700456
0.00035316532,0.00019130000000000001,278.6766616596151,1.6889896289647946e-05,4.97e-05,17,131835.9374999968,5700462
0.00046885738,0.0005072000000000001,464.2585717437796,1.6530749056081894e-05,5.5100000000000004e-05,18,140624.99999999657,5700467
0.00024356227,3.66e-05,85.57422320478882,1.6530749056081894e-05,2.9100000000000003e-05,5,143554.6874999965,5700468
0.00024051775,0.0001595,152.23408814579338,1.6530749056081894e-05,6.879999999999999e-05,9,133789.06249999674,5700469
0.00022225059,6.48e-05,88.76225614717549,1.7867574869911087e-05,6.410000000000001e-05,5,129882.81249999684,5700473
0.0006180393,0.0003923,1663.3423303045108,1.4754965512338638e-05,2.8100000000000002e-05,39,130859.37499999681,5700477
0.0002466068,0.0006984000000000001,418.3801508244966,1.4754965512338638e-05,0.0003836,24,135742.1874999967,5700479
0.0001918053,9.3e-05,113.73474830200202,1.4754965512338638e-05,2.89e-05,8,128906.24999999686,5700480
0.00040187777,0.00039640000000000004,460.5538761386941,1.4754965512338638e-05,3.88e-05,20,131835.9374999968,5700481
0.00021007247,6.929999999999999e-05,87.259911612367,1.79473853662591e-05,5.28e-05,5,133789.06249999674,5700485
0.0004475457,0.0001388,454.4657101876026,1.9493713733001823e-05,4.4200000000000004e-05,16,132812.49999999677,5700489
0.00038056605,0.0002064,481.5709420636414,1.9493713733001823e-05,2.9400000000000003e-05,23,132812.49999999677,5700490
0.00066979625,0.00038520000000000004,1332.5599517679352,1.93340927403058e-05,6.97e-05,40,145507.81249999645,5700491
0.00020702794,6.860000000000001e-05,89.48719670780834,1.93340927403058e-05,3.9800000000000005e-05,6,128906.24999999686,5700496
0.00035012077,0.0001639,269.7332254068059,1.65806306162994e-05,4.940000000000001e-05,14,131835.9374999968,5700498
0.00016440454,9.380000000000002e-05,95.96188639471865,1.65806306162994e-05,3.2000000000000003e-06,5,131835.9374999968,5700500
0.00047494646,0.0003658,479.5026229650656,1.664048848856041e-05,5.5100000000000004e-05,19,140624.99999999657,5700503
0.00023138417,0.00018210000000000004,165.15890426062313,1.664048848856041e-05,4.2999999999999995e-06,9,133789.06249999674,5700505
0.00022225059,9.09e-05,110.20097590287574,1.7707953877215064e-05,6.6e-05,8,129882.81249999684,5700508
0.00063935097,0.00042940000000000003,1619.2322786494847,1.554309416377525e-05,8.380000000000002e-05,36,129882.81249999684,5700513
0.00022225059,0.0006788,343.00014355864147,1.554309416377525e-05,0.0003195,16,128906.24999999686,5700516
0.0001704936,0.00014309999999999998,113.13438517564747,1.554309416377525e-05,3.0200000000000002e-05,5,134765.62500000405,5700517
0.0004079668,0.00020520000000000003,470.5812472995765,1.554309416377525e-05,3.19e-05,21,133789.06249999674,5700518
0.00021007247,6.97e-05,102.69425857217485,1.8595845649086693e-05,5.3200000000000006e-05,8,131835.9374999968,5700523
0.00045059022,0.00013859999999999998,465.69770064601533,1.9074708627174762e-05,4.41e-05,14,132812.49999999677,5700528
0.00038665513,0.00038030000000000003,413.4254170656335,1.9074708627174762e-05,0.0002379,20,132812.49999999677,5700529
0.0006637072,0.00030720000000000004,1228.6467994005523,1.9074708627174762e-05,8.05e-05,36,144531.24999999648,5700530
0.0003622989,0.0001912,255.6250163578757,1.6440962247690384e-05,4.96e-05,15,131835.9374999968,5700536
0.00047799098,0.000194,651.8938775880387,1.6440962247690384e-05,8.880000000000002e-05,23,131835.9374999968,5700540
0.0004719019,0.0003188,473.5451520901143,1.6740251608995424e-05,5.4900000000000006e-05,20,139648.4374999966,5700541
0.00022529511,0.0002174,151.49858074921727,1.6740251608995424e-05,6.9e-05,10,133789.06249999674,5700543
0.0005693268,0.0004125,1392.0423397402599,1.4964468065252167e-05,6.1e-05,35,130859.37499999681,5700550
0.00022529511,0.0004999000000000001,248.18420271450506,1.4964468065252167e-05,0.000376,10,136718.74999999668,5700552
0.00042927853,0.0002787,539.4814668436364,1.4964468065252167e-05,3.3700000000000006e-05,23,132812.49999999677,5700554
0.00022225059,7.670000000000001e-05,95.69493474983659,1.7827669621737078e-05,5.31e-05,7,132812.49999999677,5700558
0.0001826717,0.0002479,92.24866316764387,1.7827669621737078e-05,0.0002025,4,138671.87499999662,5700559
0.00045363474,0.00014230000000000002,471.68168130236813,1.9294187492131794e-05,4.4300000000000006e-05,15,133789.06249999674,5700561
0.00038056605,0.0001304,325.4504828877734,1.9294187492131794e-05,2.4200000000000002e-05,15,130859.37499999681,5700562
0.0006728408,0.00034510000000000004,1283.9098683190468,1.9513666357088826e-05,8.060000000000001e-05,42,145507.81249999645,5700563
0.00035925437,0.00018810000000000002,251.03474574751132,1.6760204233082427e-05,4.630000000000001e-05,15,131835.9374999968,5700570
0.0004901691,0.0001231,355.94794717622494,1.6590606928342902e-05,5.4800000000000004e-05,10,133789.06249999674,5700575
0.00023138417,0.00019160000000000002,151.252577393135,1.6590606928342902e-05,4.57e-05,12,133789.06249999674,5700577
0.00018876077,0.00025969999999999997,143.76810603284093,1.773788281334557e-05,4.08e-05,8,127929.68749999689,5700580
0.00064848457,0.00041,1523.6773081301246,1.5134065369991691e-05,0.00016360000000000002,36,129882.81249999684,5700584
0.00021920605,0.0006544000000000001,373.0842035636993,1.5134065369991691e-05,0.0005637000000000001,20,135742.1874999967,5700586
0.0003957887,0.0002408,452.73534445612404,1.5134065369991691e-05,3.52e-05,22,132812.49999999677,5700588
0.00015831548,0.0002552,91.15796177690525,1.5134065369991691e-05,0.0002089,3,130859.37499999681,5700590
0.00024356227,7.66e-05,105.52997095824321,1.8286579975738148e-05,5.33e-05,9,132812.49999999677,5700593
0.0004475457,0.0001387,461.54734410044614,1.9214376995783782e-05,4.4200000000000004e-05,15,132812.49999999677,5700596
0.00040187777,0.00018910000000000002,362.3880629174613,1.9214376995783782e-05,3.1400000000000004e-05,20,133789.06249999674,5700597
0.00065761816,0.000343,1279.4892232330346,1.9214376995783782e-05,7.860000000000001e-05,41,144531.24999999648,5700598
0.0003653434,0.000126,277.50680169084546,1.65706543042559e-05,4.630000000000001e-05,14,131835.9374999968,5700603
0.00044450117,0.000384,466.14873769601394,1.6460914871777384e-05,5.65e-05,20,139648.4374999966,5700608
0.00024965135,4.3e-05,89.53057635010167,1.6460914871777384e-05,2.85e-05,7,146484.37499999645,5700609
0.00023442869,0.0002177,153.375769885381,1.6460914871777384e-05,6.890000000000001e-05,10,133789.06249999674,5700610
0.00024356227,9.190000000000001e-05,96.60099458619844,1.8037172174650615e-05,6.63e-05,7,127929.68749999689,5700613
0.00064848457,0.0006058999999999999,1674.951760727493,1.5014349625469676e-05,5.61e-05,36,129882.81249999684,5700616
0.0002679185,0.0011466000000000002,495.9165341551212,1.5014349625469676e-05,0.00036370000000000006,23,147460.93749999642,5700618
0.00038665513,0.00034370000000000006,465.73792877583435,1.5014349625469676e-05,3.88e-05,20,133789.06249999674,5700619
0.00022529511,6.910000000000001e-05,90.45461834587572,1.7997266926476606e-05,5.3e-05,6,134765.6249999967,5700624
0.00045667926,0.0001384,449.01989663200857,1.9503690045045324e-05,4.380000000000001e-05,14,132812.49999999677,5700628
0.0004140559,0.00022380000000000002,458.3418851479075,1.9503690045045324e-05,5.25e-05,21,132812.49999999677,5700629
0.0006728408,0.0003531,1215.040422367383,1.9224353307827287e-05,7.2e-05,39,145507.81249999645,5700630
0.00035620984,0.00016460000000000002,257.1260632110771,1.6740251608995424e-05,4.96e-05,13,131835.9374999968,5700636
0.00043536758,0.00016860000000000003,311.6889402110164,1.6560677992212398e-05,5.5100000000000004e-05,11,139648.4374999966,5700641
0.00025269587,0.0001238,156.10358931497618,1.6560677992212398e-05,3.32e-05,9,133789.06249999674,5700643
