amplitude,energy,rise_time,duration,amplitude,counts,frequency
0.0001918053,49.69981517746104,1.1700000000000001e-05,2.3e-05,0.00019180531577776827,4,140624.99999999657
0.00014004832,42.649789080903865,7.2000000000000005e-06,2.6700000000000002e-05,0.00013852606139505485,1,21484.374999999476
0.00015831548,37.39501279617855,4.0000000000000003e-07,8.000000000000001e-07,0.00016136002755907488,0,131835.9374999968
0.00019789435,70.44872446746258,3.3600000000000004e-05,4.490000000000001e-05,0.00019789437342150693,6,131835.93750000038
0.0003957887,425.6193603610552,4.9300000000000006e-05,0.0003008,0.00040340006889768724,20,132812.49999999677
0.00016744906,40.595188330745614,4.0000000000000003e-07,3.29e-05,0.0001461373834497282,1,145507.81249999645
0.00027096304,137.43421480029724,6.9e-06,0.0001361,0.00027857438720104436,6,145507.81249999645
0.00013395926,21.4308409745145,2.0000000000000002e-07,5e-07,0.00013243700375131619,0,27343.749999999334
0.0001826717,55.122455847214624,1.1100000000000002e-05,2.33e-05,0.00018267172931216028,3,134765.6249999967
0.00020093888,71.1868272272528,1.05e-05,7.329999999999999e-05,0.00020093890224337626,4,142578.12499999654
0.00016440454,70.52714151314669,5.2400000000000007e-05,0.0001005,0.0001659268207918789,3,136718.74999999668
0.00028314115,166.50506354486694,3.71e-05,0.000103,0.00028314118043384836,9,129882.81249999684
0.00017962718,43.09007391187254,6.5e-06,1.09e-05,0.00017962720049029092,1,130859.37499999681
0.0001704936,40.39534536325751,1.04e-05,1.09e-05,0.00015070417668253222,1,133789.06249999674
0.00020093888,198.34053026174647,2.76e-05,0.0002697,0.00020702795988711495,12,134765.6249999967
0.00016744906,60.24968856827407,0.0001364,0.0001371,0.00016744908520281357,1,127929.68749999689
0.00016136002,86.5329318377802,7.100000000000001e-06,7.9e-05,0.0001704936140246829,6,140624.99999999657
0.00028314115,146.47312334276913,3.34e-05,9.11e-05,0.0002877079736666524,9,133789.06249999674
0.00013395926,19.977715649231143,1.0000000000000001e-07,3.0000000000000004e-07,0.00013395926816225085,1,130859.37499999681
0.00013091472,16.868285135615306,2.0000000000000002e-07,5e-07,0.00013243700375131619,0,129882.81249999684
0.00022833963,159.210702540008,3.97e-05,0.0002194,0.00023595098369487365,9,135742.1874999967
0.00015831548,56.673185367657986,4e-06,3.03e-05,0.00016744908520281357,4,133789.06249999674
0.00014004832,22.495217966938355,4.0000000000000003e-07,8.000000000000001e-07,0.0001461373834497282,1,130859.37499999681
0.0002466068,87.79650295688862,2.92e-05,8.360000000000001e-05,0.00018419399372309494,6,130859.37499999681
0.00017658266,52.759284949204854,7.3e-06,5.440000000000001e-05,0.00017810493607935623,2,126953.12499999691
0.00069719704,1394.3614821551728,2.8200000000000004e-05,0.0004647,0.0007078529510846209,46,130859.37499999681
0.00020093888,44.99803664043238,1.94e-05,1.9700000000000005e-05,0.00013548153257318552,1,131835.9374999968
0.00040187777,26.41940714670465,4.0000000000000003e-07,1.13e-05,0.00014461511903879354,1,127929.68749999689
0.00028009663,217.36945527312596,4.4200000000000004e-05,0.00017520000000000003,0.0002861857092557177,13,139648.4374999966
0.00025878492,45.08887435292697,4.2000000000000004e-06,1.08e-05,0.0001750604072574869,2,132812.49999999677
0.00012482567,51.34008472879192,1.0000000000000001e-07,2.0000000000000002e-07,0.00012939247492944685,1,132812.49999999677
0.0001278702,27.998222204786643,1.0000000000000001e-07,4.0000000000000003e-07,0.00013395926816225085,1,132812.49999999677
0.0001826717,48.89821871046796,4.9e-05,4.97e-05,0.00018723852254496427,1,132812.49999999677
0.0001918053,77.77904979114592,3.05e-05,7.26e-05,0.00017962720049029092,6,134765.6249999967
0.00016440454,54.2221428865412,5e-07,6.16e-05,0.00016744908520281357,4,139648.4374999966
0.00013700378,35.52848318750144,7.100000000000001e-06,1.08e-05,0.00013548153257318552,1,132812.49999999677
0.00017658266,72.42036628631199,5e-07,3.430000000000001e-05,0.00018267172931216028,5,130859.37499999681
0.0001704936,36.347134898473094,7.5e-06,1.46e-05,0.0001750604072574869,2,141601.56249999657
0.00017962718,71.04667761368972,7.100000000000001e-06,8.94e-05,0.00018419399372309494,5,168945.3124999959
0.00012482567,20.86041721666582,1.0000000000000001e-07,3.0000000000000004e-07,0.00013091473934038152,0,41015.624999999
0.00028009663,143.46685851691498,6.78e-05,0.00018580000000000002,0.0002816189160229137,10,135742.1874999967
0.00024356227,80.2308338046096,0.0001035,0.0001142,0.00019180531577776827,4,145507.81249999645
0.00024965135,132.817341716988,6.800000000000001e-06,0.00011690000000000001,0.0002542181566260897,9,131835.9374999968
0.00016136002,62.81298050840202,3.66e-05,6.330000000000001e-05,0.0001659268207918789,3,132812.49999999677
0.000264874,300.40680362764493,4.35e-05,0.0002299,0.0002679185363245017,20,133789.06249999674
0.00013700378,41.3596154888506,1.0000000000000001e-07,4.0000000000000003e-07,0.00013243700375131619,1,135742.18750000407
0.00028618568,87.1192985410871,4.46e-05,0.000123,0.0001948498445996376,8,135742.1874999967
0.0001491819,40.51918126518891,3.47e-05,3.54e-05,0.00014918191227159756,0,145507.81249999645
0.0002557404,131.69920362941428,3.95e-05,0.0001494,0.00025726268544795904,10,135742.1874999967
0.00014309284,23.436037132060896,4e-06,4.4e-06,0.00014461511903879354,1,131835.9374999968
0.00013091472,29.884865878373265,6.5e-06,2.2400000000000002e-05,0.00013243700375131619,3,131835.9374999968
0.0001491819,29.5841745117075,3.0000000000000004e-07,4.600000000000001e-06,0.00014918191227159756,1,132812.49999999677
0.00014613738,21.455496925048745,5e-07,9.000000000000001e-07,0.0001476596478606629,1,132812.50000000038
0.0003074974,93.59139286478329,2.9100000000000003e-05,8.360000000000001e-05,0.00019180531577776827,5,127929.68749999689
0.00023747323,87.83923375837841,1.4200000000000001e-05,6.16e-05,0.00023595098369487365,4,125976.56249999693
0.0007245978,1597.770107933314,0.000199,0.0005135,0.0007443872969470531,45,130859.37499999681
0.00025878492,32.55493847645404,3.0000000000000004e-07,4.4e-06,0.00013548153257318552,1,132812.49999999677
0.00041101134,47.21132531282608,2.9400000000000003e-05,2.9700000000000004e-05,0.00013700379698412018,2,132812.49999999677
0.0004049223,405.7110706778021,3.82e-05,0.00022280000000000002,0.0004064445977195566,22,129882.81249999684
0.00035925437,364.7490092184304,4.4800000000000005e-05,0.00022470000000000001,0.0003577321365696472,22,130859.37499999681
0.00016744906,71.07911965386636,6.97e-05,8.120000000000001e-05,0.0001704936140246829,5,131835.9374999968
0.0001278702,24.76718038628009,1.0000000000000001e-07,3.8000000000000005e-06,0.00012939247492944685,1,147460.93749999642
0.00021007247,67.24771470900525,6.15e-05,6.240000000000001e-05,0.00021159475311991897,4,131835.9374999968
0.00019484982,90.5340549985368,1.05e-05,6.02e-05,0.00019789437342150693,5,129882.81249999684
0.00015831548,69.08791991936761,3.5e-06,7.25e-05,0.00015831549873720555,3,143554.6874999965
0.00015831548,59.10012804750069,4.02e-05,6.19e-05,0.00016288229197000957,4,140624.99999999657
0.00013700378,26.545467645676734,3.0000000000000004e-07,2.2200000000000004e-05,0.00013852606139505485,0,40039.062499999025
0.00013700378,43.81288256700807,4.3e-05,4.33e-05,0.00013548153257318552,0,129882.81249999684
0.00016440454,28.857380120207416,4.1000000000000006e-06,1.16e-05,0.00016440455638094424,2,128906.24999999686
0.00038665513,458.4214144921119,4.630000000000001e-05,0.00013209999999999999,0.0003896996891992752,17,132812.49999999677
0.00025878492,9.242088405521015,1.0000000000000001e-07,1.0000000000000001e-07,0.0001278702105185122,1,146484.37499999645
0.00024356227,144.2897740388813,5.2300000000000004e-05,0.00010640000000000001,0.00024660683457141633,11,133789.06249999674
0.00018571624,66.7510734196726,2.2e-05,3.59e-05,0.0001948498445996376,4,134765.6249999967
0.00027705208,306.03401453359805,0.00015560000000000001,0.0002839,0.000284663444844783,21,132812.49999999677
0.00013091472,18.457018188837015,1.0000000000000001e-07,1.0000000000000001e-07,0.0001278702105185122,0,129882.81249999684
0.00028009663,92.18776482365516,1.8100000000000003e-05,4.5900000000000004e-05,0.00018267172931216028,4,141601.56249999657
0.00013700378,90.77755568294832,0.0001206,0.00012090000000000001,0.00013852606139505485,1,144531.24999999648
0.0001826717,97.8350897945178,4.89e-05,0.000171,0.00018267172931216028,8,135742.1874999967
0.00016440454,54.54378254200674,4.1700000000000004e-05,4.22e-05,0.00016897134961374824,2,133789.06249999674
0.0001491819,37.2841537103178,3.8000000000000005e-06,4.4e-06,0.00015070417668253222,1,131835.9374999968
0.0001278702,36.71067113153818,1.0000000000000001e-07,2.0000000000000002e-07,0.0001278702105185122,0,132812.49999999677
0.00014004832,48.22184851855671,3.0000000000000004e-07,1.3e-06,0.0001400483258059895,1,129882.81249999993
0.0001918053,92.03018919994005,1.1e-05,7.63e-05,0.0001948498445996376,4,131835.9374999968
0.00035316532,257.43361375195167,2.6900000000000003e-05,0.0002243,0.0003531653433368431,13,130859.37500000036
0.00025269587,44.90914545034839,1.18e-05,1.24e-05,0.00015983776314814022,2,128906.24999999686
0.0006819744,1300.2495335828696,2.8100000000000002e-05,0.000317,0.0007078529510846209,42,136718.74999999668
0.0001826717,32.07970893363796,1.18e-05,1.2200000000000002e-05,0.00013852606139505485,1,133789.06249999674
0.00029227475,19.49497809140275,1.0000000000000001e-07,1.0000000000000001e-07,0.0001278702105185122,1,134765.6249999967
0.00036838796,393.70974040948624,0.0003057,0.00048110000000000004,0.00037904383832273254,17,128906.24999999686
0.00037752153,457.6031335473137,0.0002413,0.00035170000000000004,0.0003759993095008632,26,131835.9374999968
0.00016744906,79.77145451570838,0.00012580000000000002,0.0001336,0.0001704936140246829,4,131835.9374999968
0.0001491819,28.584310833463473,5e-07,1.2000000000000002e-06,0.00015527096991533622,1,131835.9374999968
0.00020702794,96.29817131403536,9.080000000000001e-05,0.00014670000000000002,0.00021007248870898428,7,131835.9374999968
0.00022529511,36.606207762169404,4.0000000000000003e-07,1.1700000000000001e-05,0.00015070417668253222,1,131835.9374999968
0.00019789435,68.41572084690763,3.2000000000000003e-06,7.27e-05,0.00019789437342150693,4,147460.93749999642
0.0001826717,72.32229863343518,9.9e-06,6.840000000000001e-05,0.00018267172931216028,5,138671.87499999662
0.0001704936,76.9124765522562,1.4700000000000002e-05,4.13e-05,0.00017201587843561757,6,132812.49999999677
0.00016440454,26.430344748821344,4.2999999999999995e-06,1.55e-05,0.00016897134961374824,3,129882.81249999684
0.00044450117,490.9592977245874,4.07e-05,0.000172,0.000450590265636662,19,133789.06249999674
0.0003318536,277.7667087784321,0.00020920000000000002,0.0002384,0.0003364204348165618,16,145507.81249999645
0.00013700378,27.898949561846127,2.0000000000000002e-07,5e-07,0.00013700379698412018,0,133789.06249999674
0.00023442869,135.53830197237443,5.14e-05,9.78e-05,0.00023595098369487365,9,128906.24999999686
0.00016744906,44.50408340585721,5e-07,1.13e-05,0.00016744908520281357,1,132812.49999999677
0.00031663096,386.6293114867064,1.62e-05,0.00023060000000000002,0.00031967552629628043,23,133789.06249999674
0.00031358644,83.59266339079969,4.4800000000000005e-05,8.55e-05,0.00017658267166842156,6,130859.37499999681
